cluster_id,rep_x,rep_y,num_observations,z_levels,diameter_min,diameter_max,diameter_mean,diameter_std,z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15
236,456.0,318.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",38.38,45.79,41.864375,2.7372202339919594,38.55,38.38,38.75,38.75,38.75,39.6,40.7,41.35,42.18,43.13,43.83,44.73,44.93,45.79,45.23,45.18
251,356.0,81.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",36.92,45.72,41.06375,2.9042121887871755,36.92,36.92,37.58,38.04,38.55,39.06,40.09,40.53,41.2,42.55,43.14,43.67,44.01,44.22,44.82,45.72
385,307.87499999999994,108.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",38.42,45.64,42.396875,2.5800671472608996,38.42,38.8,39.0,39.71,40.1,40.85,41.51,42.18,42.7,44.04,44.12,45.22,45.29,45.48,45.29,45.64
51,344.0,468.9375,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",37.78,45.56,41.665,2.5964639415944135,37.78,37.78,38.71,39.28,39.58,40.06,40.63,41.2,41.9,42.18,43.54,43.65,45.14,44.66,45.56,44.99
42,399.9375,379.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",38.06,45.51,42.245000000000005,2.6210994830414203,38.06,38.37,39.0,39.47,40.13,40.78,40.99,42.18,43.08,43.38,44.46,44.92,44.92,45.51,45.29,45.38
54,353.0,490.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",37.79,45.5,41.621875,2.736857730020872,37.79,37.89,38.44,38.46,39.34,40.01,40.09,41.17,41.94,42.68,43.56,43.96,44.79,44.91,45.5,45.42
56,315.43750000000006,439.5,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",38.0,45.5,41.95625,2.755546395454084,38.0,38.06,38.85,39.31,39.32,40.27,40.62,41.06,42.29,43.13,43.87,44.72,45.39,45.48,45.5,45.43
364,178.0,201.68749999999997,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",36.59,45.19,40.90875,2.967540806374868,36.59,37.04,37.05,37.66,38.33,39.01,40.09,40.41,40.97,41.93,43.35,43.55,44.04,44.26,45.07,45.19
396,62.0,146.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",36.77,45.14,40.67375,2.8549231053567796,36.77,36.77,37.25,37.62,38.21,38.93,39.39,40.36,40.95,41.46,42.18,43.08,43.4,44.13,45.14,45.14
363,205.0,46.50000000000001,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",36.67,45.09,40.855,2.934793433957491,36.67,36.92,37.58,37.67,38.06,38.61,39.73,40.3,41.22,41.96,43.36,43.42,43.82,44.6,44.67,45.09
372,181.0,20.3125,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",36.7,45.07,40.4425,2.9323401490959395,36.7,36.78,36.77,37.41,37.73,38.46,39.01,40.04,40.08,41.8,42.18,42.18,43.99,44.41,44.47,45.07
241,465.85714285714283,281.0,14,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_14,z_15",37.09,45.07,40.105714285714285,2.248201548812213,45.07,44.59,38.42,38.42,38.42,37.09,38.42,40.02,40.02,40.02,40.45,38.42,,,40.45,41.67
249,415.0,302.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",37.34,44.98,41.408125,2.5491572596399377,37.34,37.51,38.3,38.58,39.35,40.07,40.67,41.52,41.87,42.69,43.23,43.39,44.73,44.98,43.99,44.31
275,466.81249999999994,205.31250000000003,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",36.42,44.97,40.455625,2.969854728665192,36.42,36.52,36.77,37.47,37.73,38.42,39.13,40.05,40.57,41.53,42.18,42.92,43.56,44.49,44.97,44.56
139,69.81250000000001,468.56249999999994,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",37.87,44.89,41.621875,2.6026626240016206,37.87,37.89,38.29,38.58,38.98,40.13,40.91,41.67,42.23,43.02,43.54,43.73,44.66,44.89,44.82,44.74
232,374.06250000000006,176.93749999999997,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",36.77,44.88,41.139375,2.725457458735139,36.77,37.47,37.29,38.28,38.97,40.25,40.3,40.57,41.29,42.37,43.03,43.72,44.04,44.43,44.57,44.88
40,474.0,433.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",36.93,44.67,41.06125,2.7269806448708067,36.93,37.3,38.0,38.35,38.55,39.46,39.51,40.45,41.35,42.18,43.8,43.82,43.84,44.15,44.67,44.62
277,353.0,104.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",36.66,44.64,40.140625,2.888354784193763,36.66,36.67,36.76,36.92,37.34,37.83,38.63,39.16,40.37,41.2,42.31,42.79,42.92,43.87,44.18,44.64
70,373.0,346.24999999999994,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",37.43,44.61,40.905,2.534603026116713,37.43,37.49,37.49,38.06,38.79,39.3,39.53,40.77,41.4,41.86,43.08,43.56,43.95,44.61,43.37,43.79
263,478.0,289.0,15,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_12,z_13,z_14,z_15",37.81,44.6,41.45333333333333,2.513575585142055,37.81,38.06,38.38,38.75,39.36,40.3,40.43,41.68,42.18,43.03,43.45,,44.59,44.59,44.6,44.59
240,432.8666666666666,259.2666666666666,15,"z_0,z_1,z_2,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",31.91,44.57,40.35466666666665,3.931433778604893,43.5,42.98,44.57,,44.54,44.54,42.96,40.93,40.93,40.93,40.93,38.92,38.7,36.64,32.34,31.91
407,136.0,132.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",35.88,44.56,39.833124999999995,2.995483514288636,36.12,35.88,36.1,36.56,37.71,37.95,38.2,39.21,39.51,40.47,41.66,42.18,42.97,44.04,44.56,44.21
369,291.0,147.50000000000003,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",36.55,44.39,40.888125,2.834310363099814,36.55,37.36,37.47,37.71,38.06,38.68,39.83,40.51,41.94,42.29,43.07,43.62,44.24,44.39,44.16,44.33
308,30.0,251.31250000000003,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",35.65,44.37,40.119375000000005,2.9879099483376335,35.65,36.07,36.42,37.12,37.29,38.2,39.0,39.53,40.91,41.38,42.05,42.57,43.51,43.7,44.37,44.14
165,335.0,268.0,15,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_15",36.77,44.33,40.471999999999994,2.5710444051656003,36.77,37.12,37.41,37.66,38.69,38.8,39.82,40.1,41.77,41.8,42.18,42.99,43.38,44.33,,44.26
404,167.06250000000003,142.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",36.1,44.29,40.543125,2.8450059726431145,36.1,36.92,37.11,37.39,38.28,38.58,39.17,40.07,40.95,41.8,42.99,43.18,43.58,44.12,44.16,44.29
374,73.875,185.31250000000003,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",35.84,44.26,39.934375,2.9803270977151133,35.84,35.84,35.84,36.67,37.49,38.42,38.94,39.31,40.42,40.78,41.62,42.48,43.14,44.26,43.87,44.03
410,183.0,245.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",35.92,44.24,39.666250000000005,2.8896363849972544,35.92,36.04,36.38,36.55,36.97,37.81,38.2,38.91,39.58,40.4,41.69,42.18,42.18,43.73,43.88,44.24
106,311.37500000000006,480.9375,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",38.01,44.22,41.3225,2.198085814976294,38.01,38.04,38.82,38.82,39.31,40.34,40.56,41.13,41.16,42.9,43.19,43.23,44.17,44.18,44.22,43.08
103,305.0,392.0,7,"z_0,z_1,z_2,z_3,z_4,z_5,z_6",40.72,44.22,42.35000000000001,1.1873620220592254,40.72,40.98,42.03,42.19,42.7,43.61,44.22,,,,,,,,,
361,276.68749999999994,201.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",35.75,44.19,40.2475,2.882413268426302,35.84,35.75,36.52,37.12,38.25,38.65,38.91,40.45,40.71,41.93,42.36,43.11,43.38,43.82,44.19,42.97
258,398.0,204.0769230769231,13,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_14,z_15",36.75,44.04,39.909230769230774,2.4821778946303814,36.75,36.9,37.2,37.56,38.35,39.36,39.51,40.08,40.62,41.66,42.98,,,,44.04,43.81
233,428.72727272727275,99.0,11,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10",37.96,44.02,40.305454545454545,1.839191342244855,37.96,38.37,38.52,38.8,39.55,39.82,40.69,41.4,42.05,42.18,44.02,,,,,
131,95.0,323.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",35.4,43.96,39.739999999999995,3.0626540777567417,35.42,35.4,35.96,36.12,37.17,37.81,38.47,39.75,40.51,40.51,41.73,42.72,43.14,43.96,43.96,43.21
107,116.08333333333333,443.0,12,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11",37.19,43.95,40.035833333333336,2.371059743143466,37.27,37.19,37.39,38.29,38.54,39.01,40.25,40.65,41.4,42.95,43.54,43.95,,,,
400,274.0,108.9375,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",36.1,43.88,40.408125,2.8084319885614115,36.1,36.95,36.93,36.93,37.76,38.75,39.57,39.91,40.93,41.71,42.69,42.9,43.84,43.88,43.84,43.84
252,400.0625,238.31250000000003,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",34.7,43.87,38.856875,3.1412531710091427,34.7,34.83,35.35,35.6,35.84,36.67,37.27,37.86,38.97,40.3,40.65,41.42,42.17,43.08,43.13,43.87
143,169.0,387.3333333333333,15,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_13,z_14,z_15",35.88,43.84,40.51533333333334,2.5666394803755006,35.88,37.17,37.17,38.49,38.57,38.93,40.37,40.78,41.99,41.77,42.62,42.8,,43.84,43.54,43.81
121,204.0,457.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",36.38,43.83,40.926249999999996,2.604435819424237,36.38,36.94,37.56,38.25,38.53,39.59,40.35,41.15,42.25,42.72,43.13,43.28,43.62,43.62,43.62,43.83
370,277.0,86.4375,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",34.83,43.73,38.750625,2.938899600084188,35.36,34.83,34.93,35.29,36.46,36.74,37.27,38.25,39.1,39.59,40.58,40.85,41.59,42.53,42.91,43.73
250,396.90000000000003,165.20000000000005,10,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_15",35.28,43.58,37.662,2.42211395272807,35.28,35.58,35.74,35.84,36.52,37.27,38.55,38.95,39.31,,,,,,,43.58
435,244.88888888888889,143.88888888888889,9,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_8,z_15",35.17,43.56,37.46111111111111,2.4945916808810593,35.17,35.29,35.73,35.84,36.77,37.88,37.91,,39.0,,,,,,,43.56
429,189.0,61.1875,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",33.83,43.42,37.831875,2.9766344643531557,33.83,33.98,34.72,34.63,35.13,35.84,36.4,37.04,38.12,38.48,39.57,40.69,40.97,41.94,40.55,43.42
45,390.7692307692308,440.38461538461536,13,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_15",35.12,43.36,38.20384615384616,2.5073109667577462,35.42,35.12,35.62,35.84,36.52,37.27,37.88,38.3,38.98,39.86,41.16,41.32,,,,43.36
253,403.5,263.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",36.1,43.35,39.70375,2.6139215629968704,36.1,36.1,36.3,37.27,37.46,38.11,38.54,39.0,39.53,41.2,41.34,41.87,42.61,43.35,43.35,43.13
280,499.0,219.0,15,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14",35.84,43.35,39.46933333333333,2.646402505708877,35.84,36.09,36.12,36.45,37.38,38.3,38.52,39.26,40.04,41.01,41.99,42.18,42.31,43.35,43.2,
269,449.0,27.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",35.53,43.33,39.395625,2.771991542082155,35.53,35.91,36.39,36.48,36.92,36.92,38.01,38.82,39.6,40.59,41.01,42.13,42.95,42.86,42.88,43.33
90,117.0,410.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",35.75,43.25,40.083749999999995,2.6137565757927796,35.75,36.1,36.49,37.59,37.71,38.67,39.88,40.49,40.94,40.94,41.79,42.18,43.18,43.25,43.21,43.17
426,308.6875,231.06250000000003,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",35.69,43.16,39.375625,2.5771373865929226,35.75,35.69,36.4,36.61,37.14,37.66,38.35,38.78,39.71,40.55,40.97,41.86,41.85,42.59,42.94,43.16
71,348.0,348.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",33.68,43.15,37.85937499999999,3.0911253386711763,33.68,34.12,34.02,34.32,35.19,35.7,36.4,37.56,37.89,39.14,39.51,40.4,41.12,41.62,41.93,43.15
281,419.5625,248.50000000000003,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",35.49,43.13,39.285625,2.7278310265437993,35.49,35.63,35.84,36.51,36.52,37.4,38.42,38.86,39.53,40.26,41.37,41.96,42.23,42.42,43.13,43.0
875,328.2,366.0,10,"z_1,z_2,z_4,z_8,z_9,z_10,z_11,z_12,z_13,z_14",40.21,43.05,41.761,0.8045675857253998,,41.94,41.94,,41.94,,,,40.67,41.47,42.32,43.05,41.5,42.57,40.21,
67,425.0,463.9375,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",35.48,42.98,39.1825,2.628869766648777,35.48,35.88,36.16,36.34,36.92,37.5,37.89,38.55,39.36,39.83,40.62,41.37,42.23,42.91,42.9,42.98
62,371.625,368.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",35.56,42.97,39.318749999999994,2.5945010960683748,35.58,35.56,35.75,36.49,36.89,38.34,38.38,39.21,39.51,40.46,41.24,42.18,42.18,42.18,42.97,42.18
78,148.875,381.0625,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",35.52,42.97,39.169375,2.684214197744844,35.52,35.84,35.75,35.84,36.77,37.83,38.42,38.42,39.01,40.08,41.36,41.18,42.78,42.97,42.95,41.99
365,296.62499999999994,39.50000000000001,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",34.93,42.95,38.6125,2.7419689549664854,35.15,34.93,34.93,35.84,36.52,36.57,37.37,37.82,39.0,39.53,40.42,40.76,41.48,41.96,42.57,42.95
431,224.0,91.75,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",34.91,42.95,38.79,2.6218051987132838,34.91,35.07,35.78,35.78,36.58,37.29,38.45,38.63,39.01,39.44,39.53,41.04,41.67,42.25,42.26,42.95
871,286.0,274.0,4,"z_1,z_12,z_13,z_14",38.75,42.95,41.09,1.6198302380187881,,42.95,,,,,,,,,,,40.48,42.18,38.75,
80,254.0,365.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",35.18,42.91,39.13875,2.739637008346178,35.18,35.56,35.72,36.44,36.45,37.36,37.99,38.55,39.51,40.1,41.24,41.79,41.9,42.91,42.76,42.76
164,404.12500000000006,284.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",34.02,42.77,38.0275,2.904226446060981,34.02,34.02,34.74,35.02,35.49,36.12,36.92,37.3,38.15,38.79,39.53,41.04,41.04,41.67,41.82,42.77
327,214.0,293.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",35.64,42.77,39.43625,2.6021334396029725,35.64,35.71,36.09,36.61,36.92,37.67,38.83,39.22,40.07,40.93,41.37,41.52,42.18,42.69,42.77,42.76
357,131.25,279.37500000000006,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",34.46,42.7,38.305625,2.8736365652905724,34.46,34.51,34.93,35.62,35.84,35.84,36.57,37.85,38.83,39.06,40.19,40.69,41.72,42.08,42.0,42.7
48,431.62499999999994,376.125,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",34.63,42.53,38.290625,2.7074306748973274,34.63,34.93,35.29,35.61,35.84,35.84,36.91,37.65,38.73,38.8,40.32,40.93,40.94,41.53,42.17,42.53
215,362.0,164.0,9,"z_0,z_1,z_2,z_7,z_8,z_9,z_10,z_11,z_13",40.45,42.49,40.89,0.6092618484691124,42.49,40.93,40.93,,,,,40.45,40.93,40.93,40.45,40.45,,40.45,,
462,74.92307692307692,168.76923076923077,13,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_15",39.58,42.48,40.73615384615385,1.0795692763714633,41.34,42.18,42.18,41.16,40.9,39.7,39.7,39.58,39.58,39.7,39.7,42.48,,,,41.37
784,484.8125,30.1875,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",35.02,42.38,38.429375,2.283953449476367,35.02,35.18,36.02,36.34,36.57,37.07,37.29,37.89,38.45,39.13,39.89,40.08,40.71,41.19,41.66,42.38
499,119.0,299.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",29.37,42.37,34.363125,4.639613020972224,29.61,29.37,29.61,30.15,30.15,31.09,31.88,32.71,32.94,34.2,34.93,42.37,40.34,42.37,41.17,36.92
137,198.56249999999997,353.75000000000006,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",34.03,42.32,38.49625,2.893058232649319,34.03,34.5,34.89,35.2,35.75,36.77,37.9,38.58,39.04,39.53,40.34,41.07,41.59,42.27,42.16,42.32
242,418.9375,42.312499999999986,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",34.8,42.31,38.41375,2.611416940570771,34.8,35.13,35.36,35.62,35.75,36.61,37.12,38.04,38.77,39.36,40.35,40.73,40.73,41.95,42.31,41.99
419,192.74999999999997,263.4375,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",33.74,42.24,38.0925,2.9501408864662713,33.74,34.04,34.36,34.63,35.52,35.84,37.27,38.42,38.84,39.31,40.43,40.27,41.14,41.21,42.22,42.24
69,464.5,473.5,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",34.52,42.18,38.2275,2.7245836837946458,34.52,34.52,34.91,35.29,35.69,36.42,37.19,37.79,38.42,39.13,40.27,40.27,41.7,42.18,41.45,41.89
75,214.0,340.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",34.79,42.18,39.037499999999994,2.7464215353801755,34.79,35.23,35.57,36.12,36.56,36.92,38.3,38.83,39.67,40.5,41.35,42.04,42.18,42.18,42.18,42.18
244,475.0,91.4375,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",34.01,42.18,38.096875,2.7156806668632822,34.01,34.38,34.91,35.05,35.92,36.55,37.33,37.79,38.38,39.1,39.39,39.8,40.64,41.97,42.15,42.18
376,34.0,168.625,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",33.6,41.9,37.238749999999996,2.799859092436617,33.61,33.6,33.86,34.58,34.63,35.13,35.84,36.67,37.27,38.2,38.92,40.3,40.57,41.22,39.52,41.9
869,109.0,494.6666666666667,6,"z_1,z_8,z_9,z_10,z_11,z_12",29.24,41.87,36.345000000000006,5.316658568436884,,35.96,,,,,,,29.24,29.46,41.87,41.74,39.8,,,
427,163.0,163.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",33.41,41.84,37.48375,2.8584499186622123,33.41,33.85,33.98,34.32,34.94,35.75,36.39,36.94,37.78,38.31,39.19,39.75,40.45,41.2,41.64,41.84
401,313.0,134.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",34.3,41.81,38.040000000000006,2.650929082416201,34.3,34.48,34.79,35.23,35.75,36.32,36.89,37.7,38.06,38.78,39.92,40.61,40.97,41.66,41.81,41.37
415,256.37500000000006,247.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",33.61,41.8,37.45,2.747146246562057,33.61,33.78,33.98,34.7,34.93,35.92,36.39,37.23,37.83,38.25,39.77,39.95,38.29,41.22,41.55,41.8
39,318.6875,410.75,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",35.18,41.69,38.53125,2.3966718460189744,35.18,35.58,35.58,35.75,35.84,37.12,37.27,38.42,39.38,39.44,40.19,40.71,41.22,41.46,41.67,41.69
234,491.43750000000006,103.4375,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",34.96,41.67,38.075625,2.3737364237368475,34.96,35.11,35.14,35.66,36.02,36.75,36.7,37.49,37.98,38.9,39.01,40.25,40.53,41.42,41.67,41.62
273,394.3846153846154,83.69230769230768,13,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_9,z_12,z_13,z_14,z_15",33.73,41.67,36.99692307692308,2.9215732974793536,33.73,33.73,33.85,34.43,34.69,35.26,36.49,37.12,,37.82,,,40.34,40.67,41.16,41.67
436,48.0,214.0,15,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14",34.02,41.6,37.208666666666666,2.555083473304846,34.02,34.02,34.32,34.5,34.79,35.75,36.63,37.13,37.32,38.43,38.57,39.59,40.24,41.22,41.6,
47,356.0,381.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",33.01,41.54,36.845,2.927464773485755,33.01,33.01,33.66,34.05,34.32,34.46,35.67,36.09,36.98,37.3,38.08,39.16,39.83,40.97,41.39,41.54
375,276.0,130.0,14,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_15",33.94,41.54,37.09214285714285,2.315004407806444,33.94,34.59,34.63,34.71,35.18,36.1,36.92,36.92,37.34,38.53,38.75,40.07,40.07,,,41.54
307,158.3125,263.3125,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",34.7,41.46,38.451875,2.6238335950237,34.7,34.9,35.06,35.57,35.75,36.52,37.27,38.68,38.83,41.16,41.46,41.39,40.48,41.16,41.19,41.11
282,320.24999999999994,41.125,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",33.59,41.36,37.399375000000006,2.672752487488319,33.85,33.59,34.63,34.92,35.01,35.75,35.75,36.51,37.27,38.01,39.15,40.45,40.58,40.71,40.85,41.36
287,85.37500000000001,203.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",33.6,41.22,37.055,2.624004573166747,33.6,33.64,34.2,34.46,34.73,34.98,35.75,36.18,37.29,37.87,38.46,39.45,39.53,40.49,41.03,41.22
